,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
V31,NA,126.0439113,105.8623578,NA,122.3778315,99.05208084,NA,125.1418256,77.39310171,NA,88.7289889,96.85331946,NA,109.7564453,9.427435992,NA,152.702054,178.2486275,NA,93.90206486,139.9444697,NA,46.95215098,104.5875815,NA,87.14233379,46.93255615,NA,118.8168295,123.9533135,NA,138.4215832,87.8599599,NA,101.598626,164.4336644,NA,153.1484146,146.2361261,NA,170.9205012,126.9155361,NA,162.3496543,100.724576,NA,142.256824,128.4616376,NA,38.77857532,87.64487811,NA,143.5821334,172.0046672,NA,88.58262804,124.6383183,NA,95.39215419,89.65320664,NA,97.0870857,122.4946862,NA,133.6055694,141.1853622,NA,162.7442707,102.9244669,NA,114.3427039,52.17768721,NA,106.9201537,111.8367823,NA,220.5673329,100.1849902,NA,118.0774608,139.1406217,NA,97.10301981,137.6860366,NA,123.6991982,215.5856881,NA,117.7930203,102.8870677,NA,127.4340808,102.4624115,NA,91.14328559,116.1273296,NA,18.09925877,122.7070724,NA,84.45107488,89.57698663,NA,177.7377,163.1545776,NA,180.9232794,61.75396576,NA,129.9865774,65.98120486,NA,140.5372673,139.2833586,NA,74.89404466,14.22020128,NA,118.4608602,118.8979271,NA,140.9045835,156.8602414,NA,63.45790481,216.8961037,NA,153.9526697,133.7160735,NA,139.1430331,86.59052413,NA,155.1692886,123.8549394,NA,175.1913046,163.9917499,NA,169.3459694,80.69779127,NA,112.3758309,152.5302443
V32,NA,NA,84.92165846,NA,NA,91.66229363,NA,NA,168.4634322,NA,NA,97.5464623,NA,NA,84.66115754,NA,NA,179.5452539,NA,NA,100.7185691,NA,NA,93.49112681,NA,NA,123.7128096,NA,NA,140.4983389,NA,NA,191.6157318,NA,NA,153.3002762,NA,NA,103.2087228,NA,NA,201.5291415,NA,NA,145.2158481,NA,NA,163.0119507,NA,NA,208.4753893,NA,NA,191.3769245,NA,NA,94.82447718,NA,NA,160.4475542,NA,NA,76.52746147,NA,NA,117.9075604,NA,NA,82.2894619,NA,NA,163.2615765,NA,NA,131.0538985,NA,NA,125.9745137,NA,NA,97.2094696,NA,NA,121.4102888,NA,NA,139.3615256,NA,NA,115.5004475,NA,NA,98.66263845,NA,NA,62.90554408,NA,NA,71.1544736,NA,NA,149.9919757,NA,NA,35.07586587,NA,NA,190.2410463,NA,NA,146.7184714,NA,NA,126.3789548,NA,NA,118.0838182,NA,NA,161.6406472,NA,NA,194.4350404,NA,NA,113.6766955,NA,NA,117.9707128,NA,NA,132.8988002,NA,NA,128.6993082,NA,NA,111.0052247,NA,NA,152.6401094,NA,NA,135.9919698
V33,NA,NA,71.74653728,NA,NA,84.15488637,NA,NA,188.6394344,NA,NA,139.031105,NA,NA,126.3311948,NA,NA,118.7401729,NA,NA,105.9632956,NA,NA,66.83040039,NA,NA,50.64893573,NA,NA,126.0506745,NA,NA,145.2545045,NA,NA,165.8299701,NA,NA,168.9599716,NA,NA,131.9011903,NA,NA,26.03704472,NA,NA,148.4813549,NA,NA,167.0862692,NA,NA,198.7281807,NA,NA,126.2885916,NA,NA,51.55282558,NA,NA,107.44749,NA,NA,131.725569,NA,NA,15.18122624,NA,NA,199.9640131,NA,NA,86.53089463,NA,NA,47.92722203,NA,NA,230.677416,NA,NA,134.1655122,NA,NA,133.9901618,NA,NA,151.4411441,NA,NA,118.9046015,NA,NA,103.4329316,NA,NA,88.52795982,NA,NA,99.84078397,NA,NA,67.33563268,NA,NA,160.3490944,NA,NA,93.61625336,NA,NA,124.0278896,NA,NA,139.7485654,NA,NA,142.3927805,NA,NA,178.9432784,NA,NA,159.8261193,NA,NA,165.4674899,NA,NA,54.25804807,NA,NA,193.6931304,NA,NA,155.0468134,NA,NA,123.1189589,NA,NA,167.6454061
V34,NA,NA,142.8674533,NA,NA,102.78238,NA,NA,83.9379964,NA,NA,81.34333216,NA,NA,147.0197926,NA,NA,65.92774877,NA,NA,95.37929009,NA,NA,139.9158976,NA,NA,9.942793757,NA,NA,160.3374002,NA,NA,139.1196359,NA,NA,208.8199318,NA,NA,100.8104787,NA,NA,158.1289476,NA,NA,94.12119943,NA,NA,146.0004322,NA,NA,70.60138578,NA,NA,201.2877895,NA,NA,134.0218369,NA,NA,92.44290503,NA,NA,108.2282309,NA,NA,135.271408,NA,NA,102.5072264,NA,NA,77.73340359,NA,NA,106.2556836,NA,NA,200.422443,NA,NA,141.6768723,NA,NA,152.0401658,NA,NA,114.0670282,NA,NA,97.89048359,NA,NA,128.9865071,NA,NA,137.5834863,NA,NA,135.9166892,NA,NA,110.6807547,NA,NA,199.917652,NA,NA,89.54793999,NA,NA,175.0163996,NA,NA,157.8093116,NA,NA,99.19050127,NA,NA,110.492514,NA,NA,104.9339653,NA,NA,124.6000901,NA,NA,146.6975417,NA,NA,112.9929388,NA,NA,24.56723549,NA,NA,136.3753478,NA,NA,102.7012332,NA,NA,173.2733501
V35,NA,NA,106.0763922,NA,NA,64.16541379,NA,NA,128.4266386,NA,NA,129.5383165,NA,NA,49.02423996,NA,NA,63.27691692,NA,NA,108.6450225,NA,NA,108.5412769,NA,NA,83.67259669,NA,NA,121.4363817,NA,NA,133.3036608,NA,NA,63.99720431,NA,NA,111.8894162,NA,NA,125.7179471,NA,NA,182.8105983,NA,NA,127.4416679,NA,NA,96.49420131,NA,NA,136.6510907,NA,NA,86.39642802,NA,NA,151.7766743,NA,NA,153.5309741,NA,NA,141.9054225,NA,NA,132.5567268,NA,NA,76.74630766,NA,NA,133.6096398,NA,NA,36.58370588,NA,NA,193.2015967,NA,NA,128.5203973,NA,NA,207.3827626,NA,NA,137.2544345,NA,NA,98.28842884,NA,NA,65.24752076,NA,NA,74.992026,NA,NA,117.807449,NA,NA,53.11726163,NA,NA,155.15894,NA,NA,133.4527604,NA,NA,194.5553769,NA,NA,187.017307,NA,NA,148.9613044,NA,NA,151.3064092,NA,NA,159.9623966,NA,NA,172.0153116,NA,NA,146.2436752,NA,NA,212.2978289,NA,NA,144.3829055,NA,NA,150.6112262,NA,NA,199.4777955
V36,NA,NA,107.5103406,NA,NA,72.57680102,NA,NA,98.48991902,NA,NA,112.456955,NA,NA,85.824068,NA,NA,119.1917932,NA,NA,114.533133,NA,NA,80.14600493,NA,NA,93.30045825,NA,NA,126.7134104,NA,NA,93.17075043,NA,NA,178.765668,NA,NA,112.6945088,NA,NA,136.0650059,NA,NA,210.4707606,NA,NA,167.3999141,NA,NA,59.12095565,NA,NA,83.63154348,NA,NA,132.0531801,NA,NA,93.78101571,NA,NA,205.2234196,NA,NA,141.4494747,NA,NA,105.4837238,NA,NA,120.5230634,NA,NA,154.8669338,NA,NA,101.7213918,NA,NA,138.4532567,NA,NA,141.2953582,NA,NA,105.8660845,NA,NA,99.30177066,NA,NA,105.6323429,NA,NA,98.34824309,NA,NA,191.3943629,NA,NA,104.5175126,NA,NA,119.0561251,NA,NA,29.29571099,NA,NA,130.7763719,NA,NA,132.5670672,NA,NA,76.53766977,NA,NA,137.3074117,NA,NA,121.7281589,NA,NA,101.5173393,NA,NA,116.9827236,NA,NA,171.8653152,NA,NA,104.7850597,NA,NA,174.142824,NA,NA,172.1946853,NA,NA,119.6314975
V37,NA,NA,104.9469027,NA,NA,134.5869881,NA,NA,182.9880133,NA,NA,93.6014376,NA,NA,52.46404574,NA,NA,5.576443734,NA,NA,125.559188,NA,NA,63.90317017,NA,NA,51.52221605,NA,NA,124.2120932,NA,NA,117.529714,NA,NA,66.00587659,NA,NA,187.9172983,NA,NA,180.9907399,NA,NA,53.52474877,NA,NA,145.8725015,NA,NA,16.39297408,NA,NA,116.7565307,NA,NA,125.3691978,NA,NA,161.5860096,NA,NA,113.3338979,NA,NA,77.6239315,NA,NA,134.6185722,NA,NA,174.4900161,NA,NA,122.4480535,NA,NA,127.474179,NA,NA,123.9684957,NA,NA,159.4115221,NA,NA,121.81901,NA,NA,146.8513561,NA,NA,101.3505503,NA,NA,86.48458644,NA,NA,63.44520215,NA,NA,127.7518256,NA,NA,99.76108389,NA,NA,47.52635028,NA,NA,124.5664331,NA,NA,91.41693455,NA,NA,124.1265286,NA,NA,159.0251378,NA,NA,121.7634345,NA,NA,139.3795484,NA,NA,117.9821729,NA,NA,174.6496448,NA,NA,172.3857784,NA,NA,103.6081029,NA,NA,205.598727,NA,NA,63.70135475
V38,NA,NA,101.9528382,NA,NA,118.1689044,NA,NA,172.3837478,NA,NA,72.62918495,NA,NA,176.6554349,NA,NA,31.99633664,NA,NA,104.6359993,NA,NA,90.10877474,NA,NA,157.7971452,NA,NA,119.2067391,NA,NA,89.78991528,NA,NA,44.42148556,NA,NA,159.4981309,NA,NA,204.7897167,NA,NA,137.3732271,NA,NA,143.9515296,NA,NA,181.3622,NA,NA,142.4436614,NA,NA,144.8762029,NA,NA,107.7414701,NA,NA,59.52197823,NA,NA,128.3085437,NA,NA,157.3247731,NA,NA,79.45847958,NA,NA,138.5626663,NA,NA,36.63494681,NA,NA,109.4836368,NA,NA,149.3978826,NA,NA,154.1477986,NA,NA,133.3508519,NA,NA,114.199184,NA,NA,62.36083703,NA,NA,152.2689061,NA,NA,120.1622638,NA,NA,122.7052628,NA,NA,79.99698618,NA,NA,123.1720138,NA,NA,158.3923878,NA,NA,101.1376648,NA,NA,137.3804212,NA,NA,150.1064035,NA,NA,161.5796583,NA,NA,140.6468526,NA,NA,75.98758249,NA,NA,80.14533492,NA,NA,134.282435,NA,NA,159.6356012,NA,NA,152.8845227
V39,NA,NA,85.72075796,NA,NA,48.41834538,NA,NA,53.12109371,NA,NA,104.038905,NA,NA,34.32795973,NA,NA,32.10212079,NA,NA,129.982649,NA,NA,10.11724236,NA,NA,108.9194993,NA,NA,95.67690892,NA,NA,146.6464694,NA,NA,162.0730061,NA,NA,103.5589606,NA,NA,121.1144463,NA,NA,248.9195571,NA,NA,127.0580718,NA,NA,66.940735,NA,NA,151.7975797,NA,NA,84.02685677,NA,NA,81.97184523,NA,NA,102.365941,NA,NA,115.4944957,NA,NA,181.953136,NA,NA,139.5939634,NA,NA,119.5230519,NA,NA,111.7220377,NA,NA,65.78077568,NA,NA,121.3299088,NA,NA,106.5119693,NA,NA,26.68620636,NA,NA,120.3894474,NA,NA,160.3218448,NA,NA,247.7962818,NA,NA,120.12422,NA,NA,108.9708975,NA,NA,64.13998397,NA,NA,124.0012923,NA,NA,71.32868393,NA,NA,103.7858443,NA,NA,121.3046104,NA,NA,144.5139434,NA,NA,28.76191705,NA,NA,173.5961166,NA,NA,239.0279888,NA,NA,39.29938632,NA,NA,145.910705,NA,NA,170.9949216,NA,NA,215.0753202
V40,NA,NA,66.32172345,NA,NA,74.34117876,NA,NA,158.0039266,NA,NA,105.2268844,NA,NA,150.9076124,NA,NA,35.18465958,NA,NA,106.2222583,NA,NA,101.3973147,NA,NA,96.46040559,NA,NA,109.8711016,NA,NA,138.7102685,NA,NA,166.0001513,NA,NA,152.8988679,NA,NA,169.6321857,NA,NA,107.6202026,NA,NA,111.4238076,NA,NA,127.490863,NA,NA,44.5964948,NA,NA,93.88426224,NA,NA,101.0787981,NA,NA,140.9330385,NA,NA,131.1328527,NA,NA,156.1056476,NA,NA,181.4194301,NA,NA,112.0659331,NA,NA,168.0630574,NA,NA,94.74107178,NA,NA,122.7858836,NA,NA,136.8142775,NA,NA,167.1618592,NA,NA,93.03763676,NA,NA,131.7080206,NA,NA,80.24260064,NA,NA,74.18967031,NA,NA,157.203835,NA,NA,82.51681011,NA,NA,69.39847511,NA,NA,71.68153991,NA,NA,212.8452115,NA,NA,135.7303095,NA,NA,164.7770218,NA,NA,52.97284388,NA,NA,171.1506716,NA,NA,111.9457795,NA,NA,98.48127564,NA,NA,142.3654109,NA,NA,128.7317112,NA,NA,125.6670656
V41,NA,NA,117.4375696,NA,NA,110.115647,NA,NA,110.2324641,NA,NA,98.46761486,NA,NA,118.9969944,NA,NA,181.1267732,NA,NA,96.51072035,NA,NA,84.12940552,NA,NA,124.8770097,NA,NA,142.1701133,NA,NA,144.0577735,NA,NA,63.95173261,NA,NA,123.4406765,NA,NA,102.0246412,NA,NA,146.8197742,NA,NA,162.4053685,NA,NA,156.2848171,NA,NA,90.99737958,NA,NA,142.9122928,NA,NA,111.9053784,NA,NA,149.83659,NA,NA,87.38077032,NA,NA,184.8840686,NA,NA,50.86064368,NA,NA,111.6077963,NA,NA,111.6729594,NA,NA,152.4611711,NA,NA,136.1436475,NA,NA,150.5464434,NA,NA,124.9636273,NA,NA,127.3669599,NA,NA,77.25387947,NA,NA,53.85124271,NA,NA,93.01522895,NA,NA,74.6000006,NA,NA,150.9750786,NA,NA,118.5162729,NA,NA,104.5281895,NA,NA,67.05651045,NA,NA,149.1913327,NA,NA,220.6286419,NA,NA,128.2003539,NA,NA,136.5270436,NA,NA,180.297305,NA,NA,194.7637229,NA,NA,189.5184071,NA,NA,138.8928605,NA,NA,106.3016129
mu_x,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
mu_y,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120,120,120,120,120,120,120,120,120,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,100,100,100,100,100,100,100,100,100,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,140,140,140,140,140,140,140,140,140,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120,120,120,120,120,120,120,120,120,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
sigma,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60,20,20,20,45,45,45,60,60,60
sample_size,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20,5,10,20
mu_xy,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,different,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same,same
meanDifType,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,med,med,med,med,med,med,med,med,med,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,med,med,med,med,med,med,med,med,med,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,med,med,med,med,med,med,med,med,med,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,high,med,med,med,med,med,med,med,med,med,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low
sigmaType,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high,low,low,low,med,med,med,high,high,high
SampleSizeType,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large,small,med,large
posteriors,0.962266667,0.993133333,1,0.444133333,0.614133333,0.993066667,0.125666667,0.633066667,0.6076,0.460266667,0.9966,0.995933333,0.713733333,0.606333333,0.7784,0.237866667,0.916666667,0.733,0.619466667,0.9464,0.993266667,0.801933333,0.5702,0.621733333,0.796266667,0.9344,0.443,0.654,0.3198,6.67E-05,0.610266667,0.699466667,0.243133333,0.585866667,0.1588,0.112333333,0.085066667,0.016333333,0,0.475066667,0.071266667,0.0408,0.509933333,0.117333333,0.388266667,0.015066667,0.000133333,0,0.596733333,0.556733333,0.826066667,0.497866667,0.380733333,0.148333333,0.2622,0.092733333,0.979266667,0.4676,0.560666667,0.4808,0.161066667,0.250466667,0.4542,0.785733333,0.434333333,0.992933333,0.3656,0.520733333,0.687,0.404333333,0.908533333,0.7312,0.774066667,0.804066667,0.999133333,0.595466667,0.552666667,0.734266667,0.274133333,0.327333333,0.594533333,0.556933333,0.007666667,0.000533333,0.505733333,0.3474,0.0174,0.497066667,0.590466667,0.348866667,0.023533333,0.030533333,0,0.428266667,0.1784,0.010533333,0.518466667,0.64,0.547,0.0624,0.0452,0,0.525266667,0.193066667,0.0352,0.280666667,0.492066667,0.024466667,0.515,0.019,4.00E-04,0.451666667,0.104466667,0.47,0.503,0.602133333,0.187,0.981266667,0.9968,0.998866667,0.6152,0.592666667,0.908533333,0.644866667,0.514333333,0.533066667,0.714,0.999733333,0.999466667,0.470466667,0.901133333,0.646533333,0.471066667,0.293133333,0.832866667,0.7672,0.968066667,0.997266667,0.519466667,0.475,0.930266667,0.635,0.487266667,0.937866667
meanDif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
